mGL-A,mGL-H,cond,replicate,sampleNum
5113,3356,mGL,2,3
290,137,mGL,1,3
9,74,mGL,2,4
28,47,mGL,1,3
26587,11829,mGL,0,3
43,69,mGL,2,3
13002,6913,mGL,2,1
801,391,mGL,1,3
1336,801,mGL,2,2
4776,1769,mGL,2,4
10,52,mGL,0,3
944,721,mGL,2,1
186,112,mGL,0,2
7495,4795,mGL,0,2
7212,4529,mGL,0,3
426,362,mGL,1,1
9218,4201,mGL,1,3
117,87,mGL,1,3
3196,1934,mGL,0,1
1647,1126,mGL,1,4
88,76,mGL,0,2
167,88,mGL,1,1
114,104,mGL,2,3
77,79,mGL,2,1
146,77,mGL,0,1
98,69,mGL,2,2
3114,2019,mGL,0,2
2227,1035,mGL,2,4
5453,2600,mGL,1,4
3017,1731,mGL,2,3
3002,1966,mGL,1,1
775,405,mGL,1,3
5628,3722,mGL,1,3
30253,13698,mGL,1,4
9716,4243,mGL,2,3
190,153,mGL,0,3
1235,865,mGL,1,4
3471,2087,mGL,1,4
7584,4162,mGL,0,1
129,94,mGL,0,3
8648,5247,mGL,0,3
24,40,mGL,0,2
483,267,mGL,1,3
19986,8749,mGL,0,3
5936,3712,mGL,0,2
5921,3228,mGL,1,3
3219,2441,mGL,1,3
3399,2030,mGL,1,4
2985,1982,mGL,0,3
965,674,mGL,2,4
719,266,mGL,2,1
315,191,mGL,1,4
180,89,mGL,2,3
60,68,mGL,2,3
2189,1305,mGL,2,4
68,76,mGL,1,1
4142,2116,mGL,1,3
1859,1173,mGL,0,2
2555,1370,mGL,2,1
1552,972,mGL,0,3
8618,3646,mGL,0,3
1103,746,mGL,1,2
2584,1946,mGL,0,1
25,63,mGL,0,1
18,47,mGL,2,4
4201,2348,mGL,0,3
1799,998,mGL,0,3
2381,1451,mGL,2,1
3886,2265,mGL,1,3
2636,1524,mGL,0,1
5233,4073,mGL,1,4
4432,3229,mGL,1,2
4,30,mGL,1,4
2314,1405,mGL,2,1
2785,1545,mGL,0,3
104,115,mGL,1,3
4810,1666,mGL,2,2
55,78,mGL,2,3
31,55,mGL,2,2
639,458,mGL,0,3
6599,4371,mGL,1,3
274,117,mGL,0,1
522,326,mGL,1,1
1698,807,mGL,0,3
711,396,mGL,2,3
3385,2095,mGL,1,3
1549,1183,mGL,0,1
1737,1055,mGL,1,1
2156,1459,mGL,0,1
89,64,mGL,2,1
3319,1687,mGL,2,2
1732,694,mGL,2,1
1159,669,mGL,0,3
301,192,mGL,1,2
522,218,mGL,2,2
91,78,mGL,1,2
2372,1247,mGL,0,1
5277,3037,mGL,1,1
1616,992,mGL,0,3
1058,672,mGL,0,2
1573,811,mGL,0,1
2092,1346,mGL,2,4
3027,2017,mGL,1,4
6959,3312,mGL,1,2
1292,621,mGL,0,1
2438,1585,mGL,1,4
21,81,mGL,1,4
87,72,mGL,2,2
219,143,mGL,0,3
5123,2274,mGL,1,3
6,55,mGL,2,3
887,335,mGL,2,3
3816,2175,mGL,0,3
4660,2411,mGL,0,3
8496,5080,mGL,1,1
6458,3799,mGL,0,1
16067,11370,mGL,2,1
2507,1120,mGL,1,1
10964,6176,mGL,0,3
85,92,mGL,2,2
85,70,mGL,0,3
12636,7178,mGL,1,2
1192,527,mGL,2,4
137,100,mGL,2,3
2598,1731,mGL,1,2
2280,1015,mGL,1,2
179,99,mGL,2,3
80,80,mGL,2,1
682,342,mGL,2,1
61,64,mGL,0,1
6755,3829,mGL,0,1
37,96,mGL,0,1
4102,2623,mGL,0,1
63,110,mGL,2,3
4015,1934,mGL,1,3
164,95,mGL,2,1
6780,3843,mGL,1,1
156,114,mGL,2,3
193,168,mGL,2,2
7456,5140,mGL,0,3
90,135,mGL,0,2
2084,1338,mGL,1,2
220,155,mGL,0,1
262,82,mGL,2,4
7202,4973,mGL,0,3
171,74,mGL,1,1
28,58,mGL,2,4
9609,5363,mGL,1,1
175,103,mGL,2,2
142,76,mGL,1,4
182,146,mGL,2,2
73,90,mGL,2,4
198,201,mGL,0,1
1646,988,mGL,0,3
7,79,mGL,1,1
838,498,mGL,0,2
248,90,mGL,2,2
1287,792,mGL,0,1
16121,8801,mGL,1,1
5824,4129,mGL,2,2
2653,1572,mGL,1,4
1576,1134,mGL,2,2
1023,705,mGL,0,2
1464,1109,mGL,0,3
10,36,mGL,1,2
3689,2180,mGL,0,2
2304,1755,mGL,1,2
221,97,mGL,2,1
5619,3673,mGL,1,4
5195,3641,mGL,0,3
3919,2475,mGL,1,3
5462,2483,mGL,0,2
93,101,mGL,2,2
1000,680,mGL,2,2
18678,9447,mGL,1,1
1477,931,mGL,0,3
2697,1803,mGL,0,3
1623,952,mGL,1,2
1338,873,mGL,2,4
238,159,mGL,2,4
4096,2287,mGL,2,1
800,547,mGL,2,1
89,81,mGL,0,1
1703,884,mGL,0,1
2652,1759,mGL,0,1
6418,4163,mGL,1,3
2619,1421,mGL,1,1
1429,735,mGL,1,3
1122,603,mGL,2,1
23062,10576,mGL,1,2
65,92,mGL,0,2
5161,3598,mGL,0,1
607,427,mGL,2,1
47,65,mGL,0,3
103,74,mGL,2,1
17,52,mGL,1,1
1641,1164,mGL,0,1
15790,8366,mGL,0,3
1081,749,mGL,0,2
10752,6473,mGL,1,4
669,430,mGL,0,3
14672,7715,mGL,0,2
565,487,mGL,0,3
139,127,mGL,1,1
11697,7943,mGL,0,1
98,91,mGL,2,2
26305,14786,mGL,2,2
90,60,mGL,0,3
3930,2381,mGL,1,4
206,101,mGL,2,1
1163,855,mGL,2,3
5253,3617,mGL,0,3
2690,1574,mGL,0,1
98,76,mGL,2,1
124,81,mGL,2,4
102,92,mGL,0,3
7804,4068,mGL,0,3
45,79,mGL,2,2
3967,2375,mGL,0,3
2218,1665,mGL,1,3
1656,1041,mGL,0,1
852,590,mGL,0,2
2874,1843,mGL,1,1
7467,4330,mGL,2,1
1023,610,mGL,2,4
31,51,mGL,1,4
174,99,mGL,2,3
6024,2936,mGL,1,3
13166,7669,mGL,1,4
873,660,mGL,2,4
38,123,mGL,2,1
5674,3481,mGL,0,3
504,321,mGL,1,2
2603,1810,mGL,1,1
119,62,mGL,1,4
1292,719,mGL,0,3
7969,5707,mGL,1,3
8302,3774,mGL,2,3
3343,1850,mGL,2,1
1863,1295,mGL,0,1
61,77,mGL,0,2
786,585,mGL,0,3
120,100,mGL,1,3
1296,518,mGL,2,1
1929,1516,mGL,1,4
122,51,mGL,1,4
122,57,mGL,1,4
1974,926,mGL,0,3
25,99,mGL,2,4
7867,5335,mGL,1,1
579,378,mGL,0,3
6226,3512,mGL,0,1
36,72,mGL,2,1
1940,1122,mGL,1,4
203,164,mGL,0,2
92,56,mGL,0,1
554,387,mGL,1,4
3046,1467,mGL,2,1
182,102,mGL,2,4
2549,1668,mGL,0,3
850,430,mGL,2,3
8022,4444,mGL,0,1
680,453,mGL,1,2
185,135,mGL,1,2
10622,4225,mGL,2,1
6190,2524,mGL,2,3
6111,3850,mGL,0,1
2169,704,mGL,2,1
5883,3897,mGL,1,4
144,104,mGL,2,4
128,102,mGL,2,1
3862,2161,mGL,1,1
154,92,mGL,1,1
997,690,mGL,0,2
4602,2827,mGL,2,2
5872,4196,mGL,0,2
1309,733,mGL,1,3
20290,12412,mGL,0,3
260,196,mGL,0,3
30333,13527,mGL,0,1
250,102,mGL,2,1
3513,1905,mGL,0,2
2800,2105,mGL,1,3
88,79,mGL,1,1
2152,1186,mGL,0,1
947,418,mGL,0,3
2525,1590,mGL,1,1
8296,4052,mGL,2,4
5013,2010,mGL,2,2
2237,1479,mGL,0,3
7183,4353,mGL,1,3
1576,801,mGL,1,1
1171,554,mGL,1,2
15563,9770,mGL,1,4
1718,733,mGL,0,1
1401,824,mGL,0,3
13686,6780,mGL,0,3
50188,26385,mGL,1,4
155,133,mGL,1,4
149,59,mGL,2,3
937,494,mGL,0,1
419,165,mGL,2,1
138,147,mGL,1,4
10,74,mGL,2,1
4611,2614,mGL,2,4
4163,1607,mGL,0,1
91,56,mGL,0,3
3972,2018,mGL,1,2
3090,1905,mGL,0,2
615,346,mGL,1,1
2658,1661,mGL,2,4
136,82,mGL,1,3
9070,6194,mGL,1,2
3102,1814,mGL,0,1
1702,973,mGL,0,3
1996,1071,mGL,0,3
2695,1450,mGL,1,4
132,107,mGL,2,4
9305,5518,mGL,0,1
87,65,mGL,1,4
1266,696,mGL,2,4
72,79,mGL,1,1
7218,4729,mGL,0,3
6468,4527,mGL,0,1
159,86,mGL,2,2
305,221,mGL,1,3
1466,866,mGL,2,1
398,181,mGL,1,3
3195,1446,mGL,0,2
9,40,mGL,2,2
1637,1245,mGL,1,2
249,104,mGL,2,3
4073,2696,mGL,1,4
6451,4426,mGL,1,2
4126,1664,mGL,0,2
54,68,mGL,0,2
2265,1341,mGL,0,2
1103,766,mGL,1,3
2030,1404,mGL,0,2
1810,918,mGL,2,3
1060,668,mGL,0,3
6218,3657,mGL,1,4
5636,2742,mGL,2,4
186,64,mGL,2,1
84,64,mGL,1,4
86,59,mGL,0,2
2705,1425,mGL,1,3
3978,2554,mGL,0,3
129,102,mGL,0,1
79,65,mGL,2,4
12670,8960,mGL,1,1
986,749,mGL,0,2
2,53,mGL,0,1
9124,4347,mGL,1,3
9721,4406,mGL,2,2
130,99,mGL,2,3
43,89,mGL,2,2
2422,1567,mGL,1,1
8407,4043,mGL,2,1
100,126,mGL,2,2
3917,2520,mGL,0,2
1548,754,mGL,0,1
14,87,mGL,2,2
2872,1346,mGL,1,2
70,68,mGL,0,3
969,611,mGL,0,3
7556,4210,mGL,2,2
17869,10410,mGL,1,3
1793,1387,mGL,0,3
4641,2866,mGL,2,4
2,73,mGL,2,2
42,58,mGL,2,2
8414,4741,mGL,0,2
113,109,mGL,1,4
1771,936,mGL,0,3
34,97,mGL,1,2
3352,1782,mGL,0,2
160,136,mGL,0,1
33,81,mGL,2,1
218,112,mGL,2,3
2019,1339,mGL,1,4
97,92,mGL,2,3
2874,1610,mGL,0,3
92,88,mGL,2,2
1319,739,mGL,0,3
125,126,mGL,2,4
3899,2523,mGL,1,1
7976,3481,mGL,1,3
5249,2627,mGL,1,4
53,71,mGL,2,4
826,515,mGL,0,3
463,180,mGL,2,3
6413,4290,mGL,0,3
58,76,mGL,0,2
930,631,mGL,0,3
23,61,mGL,2,1
1699,951,mGL,0,3
4388,2941,mGL,0,2
6422,4327,mGL,1,3
1666,945,mGL,0,3
111,95,mGL,2,1
2507,1614,mGL,1,3
90,95,mGL,2,1
2031,1084,mGL,2,2
18190,9990,mGL,1,2
37,59,mGL,0,1
1126,754,mGL,0,3
15786,9676,mGL,1,1
2291,1575,mGL,1,4
69,70,mGL,0,2
583,409,mGL,1,4
1023,523,mGL,0,2
96,118,mGL,1,4
819,506,mGL,1,1
1063,709,mGL,0,2
2404,1348,mGL,1,3
2841,1664,mGL,0,1
52,94,mGL,2,3
2697,1779,mGL,2,2
2831,768,mGL,0,3
126,98,mGL,2,2
186,186,mGL,0,2
823,526,mGL,0,2
987,501,mGL,0,1
1,48,mGL,0,2
445,226,mGL,2,1
5115,2349,mGL,2,1
95,87,mGL,1,2
6946,4082,mGL,0,1
12998,5992,mGL,1,4
1034,586,mGL,1,1
1882,981,mGL,0,1
2308,1324,mGL,2,1
10733,7201,mGL,0,3
14,63,mGL,2,2
587,258,mGL,1,3
52,90,mGL,0,1
614,475,mGL,1,4
1806,1033,mGL,2,3
873,420,mGL,0,2
3847,2712,mGL,1,2
334,171,mGL,1,2
2,41,mGL,0,2
1110,826,mGL,0,3
7,93,mGL,1,4
1224,716,mGL,2,1
459,188,mGL,1,2
284,184,mGL,2,1
128,83,mGL,2,1
39,76,mGL,1,2
128,77,mGL,1,2
11988,7667,mGL,1,4
10258,5844,mGL,1,1
2311,1332,mGL,0,1
5589,2813,mGL,1,3
1432,837,mGL,1,3
1452,759,mGL,0,2
3519,2143,mGL,2,3
7562,3751,mGL,1,2
6639,3584,mGL,2,2
303,112,mGL,2,1
21866,7849,mGL,1,2
420,190,mGL,1,4
4181,2087,mGL,2,3
414,242,mGL,0,3
96,63,mGL,1,1
4428,2515,mGL,0,3
2225,1268,mGL,2,2
953,727,mGL,2,2
632,190,mGL,2,3
81,71,mGL,2,4
6411,2981,mGL,2,3
2863,1257,mGL,0,3
5323,3079,mGL,0,3
4877,2476,mGL,0,3
49,49,mGL,0,1
1308,473,mGL,2,3
24332,12304,mGL,1,2
7243,4918,mGL,1,2
555,220,mGL,0,2
2747,1694,mGL,1,1
1444,814,mGL,0,3
4119,1866,mGL,1,2
747,445,mGL,0,3
4926,3544,mGL,1,3
373,404,mGL,1,3
1981,1398,mGL,1,3
2464,1618,mGL,2,1
19260,8127,mGL,1,2
1126,673,mGL,2,1
413,341,mGL,0,3
2476,1607,mGL,2,2
53,44,mGL,1,4
2793,1220,mGL,0,2
54,61,mGL,0,1
4217,2733,mGL,1,4
48,63,mGL,2,3
46,64,mGL,2,4
5742,3421,mGL,1,2
106,83,mGL,1,3
518,367,mGL,0,1
1461,855,mGL,0,1
1829,837,mGL,1,3
16507,6470,mGL,1,3
5388,2973,mGL,1,2
4760,3086,mGL,0,3
1492,839,mGL,0,3
499,226,mGL,0,1
21702,14411,mGL,0,1
1136,539,mGL,0,3
1192,631,mGL,0,2
23310,14561,mGL,1,1
3152,1998,mGL,1,3
2074,1222,mGL,2,1
2938,1900,mGL,1,1
3148,1724,mGL,0,1
1375,1030,mGL,1,2
3239,1348,mGL,0,1
5352,2942,mGL,2,1
4425,2201,mGL,2,3
257,236,mGL,0,2
1394,1004,mGL,1,4
3020,1211,mGL,2,1
8,89,mGL,0,2
3729,2511,mGL,1,2
2667,1727,mGL,1,3
421,239,mGL,0,3
61,62,mGL,2,2
1540,957,mGL,0,3
11441,5684,mGL,0,2
3894,2664,mGL,2,3
100,68,mGL,0,3
861,507,mGL,2,1
2592,1726,mGL,1,2
4546,2661,mGL,1,2
34,142,mGL,0,1
22,45,mGL,2,3
1873,1145,mGL,1,2
4770,2533,mGL,1,4
49,76,mGL,2,3
1926,1063,mGL,2,2
76,58,mGL,0,2
1963,1593,mGL,1,4
5364,3558,mGL,0,2
566,330,mGL,2,3
616,311,mGL,1,2
63,60,mGL,1,3
1025,448,mGL,0,3
6231,4052,mGL,0,1
1434,766,mGL,1,2
205,123,mGL,1,2
10599,5631,mGL,2,1
1345,900,mGL,0,3
20,54,mGL,0,1
5533,2351,mGL,2,4
83,102,mGL,0,2
2599,1730,mGL,1,1
9712,4438,mGL,2,2
6764,4076,mGL,1,2
24218,12523,mGL,1,4
312,223,mGL,1,4
448,363,mGL,1,3
247,127,mGL,2,3
51,79,mGL,1,3
604,322,mGL,0,1
4996,1834,mGL,1,2
1176,795,mGL,0,2
319,113,mGL,2,3
73,104,mGL,2,2
70,47,mGL,1,1
2091,1428,mGL,1,1
2960,1443,mGL,2,1
33,84,mGL,1,4
4606,2783,mGL,0,3
82,90,mGL,0,1
2484,1443,mGL,0,3
238,224,mGL,2,3
248,170,mGL,0,2
180,93,mGL,2,1
1693,854,mGL,1,1
2394,1429,mGL,1,1
65,74,mGL,1,4
559,316,mGL,2,1
79,52,mGL,1,2
22016,8953,mGL,0,2
726,533,mGL,1,1
7654,3596,mGL,2,3
1089,426,mGL,0,2
13059,6429,mGL,1,2
378,286,mGL,1,2
230,127,mGL,1,2
68,70,mGL,2,3
29968,13100,mGL,1,2
550,402,mGL,0,2
1484,980,mGL,2,2
570,270,mGL,0,1
29,76,mGL,2,1
5909,2384,mGL,1,4
2699,1564,mGL,2,3
5,60,mGL,2,4
17,132,mGL,0,3
11407,5724,mGL,1,4
1053,728,mGL,0,3
100,89,mGL,0,1
2775,1660,mGL,0,1
75,80,mGL,0,2
82,148,mGL,2,1
4963,2839,mGL,0,2
27,81,mGL,2,1
888,633,mGL,0,2
4987,2958,mGL,0,2
2871,1740,mGL,1,4
8858,5431,mGL,2,3
12345,5293,mGL,1,3
193,83,mGL,1,4
715,443,mGL,0,3
40866,23839,mGL,1,2
334,196,mGL,2,1
1360,1043,mGL,2,2
4334,3017,mGL,0,2
55,68,mGL,2,1
966,577,mGL,0,1
106,67,mGL,0,3
10,81,mGL,2,4
436,270,mGL,0,2
61,87,mGL,2,1
968,515,mGL,0,1
7929,4736,mGL,1,4
23940,16371,mGL,0,3
2105,1104,mGL,0,3
2386,1515,mGL,0,1
3046,1648,mGL,0,3
32954,18612,mGL,1,1
1952,1260,mGL,1,1
107,67,mGL,2,3
129,78,mGL,2,2
1128,736,mGL,0,3
286,180,mGL,2,4
1929,775,mGL,1,3
5921,3299,mGL,1,2
834,513,mGL,1,1
2454,1219,mGL,0,3
1425,760,mGL,1,1
4383,2101,mGL,1,1
1407,670,mGL,1,2
937,682,mGL,2,4
5,68,mGL,1,3
3847,2441,mGL,1,1
4730,2671,mGL,2,1
1579,871,mGL,1,2
148,73,mGL,2,2
4673,2314,mGL,0,1
884,664,mGL,2,4
21689,13718,mGL,1,2
1424,975,mGL,1,2
59,42,mGL,1,3
1194,908,mGL,0,3
268,178,mGL,2,1
4261,2065,mGL,0,2
71,83,mGL,1,4
682,349,mGL,0,2
5941,3757,mGL,0,1
1280,612,mGL,2,4
1119,729,mGL,0,3
641,281,mGL,1,4
898,350,mGL,2,3
8763,4648,mGL,0,2
10864,7131,mGL,0,3
6848,4116,mGL,2,3
15576,9803,mGL,0,1
27238,12903,mGL,0,2
12964,7473,mGL,0,1
6867,2755,mGL,2,3
849,357,mGL,2,2
1050,726,mGL,0,3
2424,1008,mGL,0,3
803,502,mGL,2,2
61522,32687,mGL,1,1
6192,4140,mGL,0,3
2578,1677,mGL,1,1
106,64,mGL,1,1
16,67,mGL,2,3
5314,3620,mGL,2,1
2443,1317,mGL,0,2
56,36,mGL,1,2
8376,5773,mGL,0,3
124,143,mGL,0,2
2267,891,mGL,1,1
4458,2339,mGL,0,3
1384,1001,mGL,0,3
1703,977,mGL,0,2
128,107,mGL,0,3
1025,487,mGL,0,3
74,89,mGL,2,3
153,138,mGL,2,1
3124,2148,mGL,1,4
912,686,mGL,1,1
694,401,mGL,2,2
7665,3872,mGL,1,2
708,464,mGL,1,2
61,56,mGL,1,4
32,62,mGL,2,1
39,60,mGL,2,2
44,74,mGL,1,4
25933,15272,mGL,1,3
99,88,mGL,2,3
1864,1087,mGL,0,2
70,90,mGL,2,4
374,203,mGL,1,4
11607,4545,mGL,1,3
151,77,mGL,1,3
20309,10448,mGL,0,1
213,104,mGL,2,1
74,86,mGL,0,1
23,35,mGL,2,4
977,565,mGL,0,2
181,203,mGL,0,1
1362,931,mGL,1,3
2774,1981,mGL,0,2
91,88,mGL,2,4
5682,3134,mGL,1,2
125,132,mGL,2,1
49,69,mGL,0,3
964,607,mGL,2,3
131,74,mGL,1,3
98,78,mGL,0,2
76,58,mGL,0,1
35605,15452,mGL,1,2
4796,1982,mGL,1,3
450,322,mGL,0,3
132,93,mGL,2,1
1279,750,mGL,1,3
759,538,mGL,0,2
8567,2286,mGL,2,1
881,505,mGL,0,2
82,59,mGL,1,3
1440,743,mGL,2,3
668,309,mGL,1,2
4254,2824,mGL,1,1
27,54,mGL,0,2
98,90,mGL,2,4
778,542,mGL,2,1
19438,10301,mGL,1,2
21957,10664,mGL,1,3
2651,1464,mGL,2,2
67,54,mGL,1,1
1170,750,mGL,0,1
917,784,mGL,1,2
112,83,mGL,0,3
65,45,mGL,2,3
33,81,mGL,1,4
7387,3491,mGL,2,3
8032,3235,mGL,2,2
6634,4420,mGL,1,1
1906,944,mGL,2,4
129,90,mGL,0,1
34,48,mGL,0,1
3101,2225,mGL,1,1
41,54,mGL,1,1
3779,2385,mGL,1,2
433,380,mGL,0,1
731,398,mGL,0,1
21,67,mGL,2,4
62,97,mGL,1,3
124,84,mGL,1,4
4374,2132,mGL,0,1
972,710,mGL,2,2
1808,779,mGL,2,2
1631,752,mGL,0,1
16946,5498,mGL,1,1
60,99,mGL,2,3
2139,1040,mGL,1,3
174,103,mGL,1,2
939,510,mGL,0,1
4506,2164,mGL,0,1
211,150,mGL,2,3
447,376,mGL,1,1
10898,6643,mGL,1,1
2708,1615,mGL,1,1
92,75,mGL,2,3
126,86,mGL,2,1
938,492,mGL,0,3
2396,1847,mGL,0,3
13,58,mGL,1,3
28,58,mGL,0,3
2326,1211,mGL,1,4
15017,7767,mGL,1,3
244,171,mGL,1,1
1451,663,mGL,2,2
279,289,mGL,1,2
3445,2570,mGL,1,1
9389,4738,mGL,1,1
52,125,mGL,2,1
37,76,mGL,0,1
13215,8731,mGL,0,1
1763,931,mGL,0,3
1096,666,mGL,1,1
219,108,mGL,1,1
4,85,mGL,2,3
2430,1515,mGL,1,1
223,102,mGL,1,2
2024,1370,mGL,1,4
3807,2476,mGL,2,3
188,113,mGL,1,4
8167,4557,mGL,1,4
53,47,mGL,0,1
1554,1201,mGL,1,1
6137,3215,mGL,2,2
90,136,mGL,2,4
4690,3074,mGL,0,1
530,386,mGL,1,1
70,57,mGL,2,2
14211,5810,mGL,1,2
20,63,mGL,2,3
3934,1897,mGL,2,2
597,278,mGL,2,2
8590,5287,mGL,0,3
2078,1102,mGL,1,3
9040,4646,mGL,0,2
2759,1071,mGL,2,1
1820,1080,mGL,2,1
550,449,mGL,0,2
472,359,mGL,0,3
134,79,mGL,2,3
38,66,mGL,0,3
2692,1624,mGL,0,2
181,83,mGL,2,3
4097,1475,mGL,0,1
5272,3586,mGL,1,2
22083,10401,mGL,1,2
1122,708,mGL,0,3
17990,8420,mGL,1,4
168,77,mGL,2,2
30752,12757,mGL,0,2
6357,2668,mGL,2,4
7668,3129,mGL,1,3
8215,5860,mGL,1,2
160,78,mGL,2,3
367,146,mGL,0,3
1358,740,mGL,0,1
2592,1573,mGL,0,2
1553,893,mGL,1,3
584,215,mGL,2,1
743,409,mGL,0,3
2394,1389,mGL,0,3
1572,939,mGL,1,2
10295,5250,mGL,1,3
45,83,mGL,1,2
6460,2912,mGL,0,3
1084,671,mGL,1,1
740,652,mGL,1,1
2173,850,mGL,0,3
69,61,mGL,1,3
96,73,mGL,2,4
2885,2002,mGL,0,2
5030,2510,mGL,0,2
1297,869,mGL,0,3
205,128,mGL,2,1
10331,5867,mGL,2,1
118,84,mGL,2,3
6580,4589,mGL,1,3
8350,5732,mGL,1,3
5952,3505,mGL,1,4
151,172,mGL,2,2
11730,7742,mGL,1,4
1385,762,mGL,0,1
89,98,mGL,1,1
230,108,mGL,0,1
1825,905,mGL,1,1
1576,898,mGL,0,2
1481,778,mGL,0,2
14154,9207,mGL,0,2
77,78,mGL,0,3
1745,962,mGL,0,3
67,88,mGL,2,3
137,77,mGL,2,3
1047,591,mGL,0,3
3912,1457,mGL,1,2
666,476,mGL,0,3
3410,2486,mGL,1,2
7263,4235,mGL,0,2
2809,1707,mGL,2,3
2032,1038,mGL,1,1
68,85,mGL,0,2
1905,1167,mGL,0,3
18,54,mGL,0,1
27848,12374,mGL,1,3
2471,1479,mGL,0,2
1875,1256,mGL,0,3
1602,1010,mGL,2,2
5225,1852,mGL,0,3
2735,1625,mGL,0,2
551,275,mGL,0,3
18,58,mGL,2,2
241,139,mGL,0,2
128,68,mGL,0,3
3620,1964,mGL,0,1
3401,2319,mGL,0,2
5654,3548,mGL,0,2
6,82,mGL,0,3
10331,4625,mGL,1,1
1180,791,mGL,1,1
10031,5831,mGL,2,4
10964,6251,mGL,1,3
11,81,mGL,2,4
974,667,mGL,1,2
713,547,mGL,1,3
191,104,mGL,0,2
5209,1851,mGL,2,1
4492,3102,mGL,1,3
9229,5816,mGL,1,1
66,69,mGL,1,1
50,59,mGL,2,3
445,156,mGL,2,1
5910,3990,mGL,1,4
2353,1474,mGL,2,3
224,88,mGL,1,2
74,91,mGL,2,4
20689,9028,mGL,1,2
4041,2014,mGL,2,3
4895,3048,mGL,2,2
136,84,mGL,1,3
6036,4026,mGL,0,1
1540,884,mGL,1,3
152,63,mGL,1,2
7161,4515,mGL,1,1
5456,3846,mGL,0,2
221,100,mGL,2,4
4222,2635,mGL,1,4
1289,689,mGL,0,1
7029,3292,mGL,1,1
222,106,mGL,2,2
8245,4181,mGL,0,3
4338,2129,mGL,0,3
241,219,mGL,1,4
766,364,mGL,2,1
469,234,mGL,0,1
3,79,mGL,0,2
965,526,mGL,1,2
753,448,mGL,0,3
121,83,mGL,0,1
5977,2630,mGL,0,1
696,268,mGL,0,3
1021,555,mGL,1,1
1897,1357,mGL,0,2
2701,1857,mGL,1,2
4003,2092,mGL,0,1
4772,3008,mGL,1,4
136,97,mGL,0,1
851,743,mGL,1,4
145,161,mGL,0,2
1779,1151,mGL,1,2
20,73,mGL,2,2
46,86,mGL,0,2
107,118,mGL,2,1
89,77,mGL,2,1
1021,474,mGL,2,4
4588,3180,mGL,2,2
7756,5085,mGL,1,4
13043,7421,mGL,0,2
140,74,mGL,0,3
998,450,mGL,2,1
17147,8468,mGL,0,1
16006,5760,mGL,2,2
114,96,mGL,0,2
12150,6584,mGL,1,2
1253,522,mGL,2,1
1525,849,mGL,0,3
157,70,mGL,2,2
2162,1301,mGL,1,4
3917,2267,mGL,1,1
48,79,mGL,0,2
4803,2553,mGL,0,2
1787,1062,mGL,2,2
5370,2698,mGL,2,1
140,101,mGL,2,3
13565,5809,mGL,1,1
21681,7865,mGL,0,1
2026,1053,mGL,0,3
10910,6900,mGL,0,3
89,66,mGL,2,2
253,163,mGL,1,4
222,156,mGL,0,2
15601,7934,mGL,0,2
96,98,mGL,1,3
3878,2817,mGL,1,1
137,88,mGL,0,1
14612,8509,mGL,0,3
6548,3740,mGL,2,4
5482,2756,mGL,1,3
234,144,mGL,2,1
3183,2148,mGL,1,3
12331,7406,mGL,1,4
199,115,mGL,0,2
3891,2169,mGL,2,2
2311,1315,mGL,2,3
2370,1211,mGL,0,1
398,329,mGL,1,2
18491,7948,mGL,1,4
5197,2260,mGL,1,4
55,105,mGL,1,4
51,89,mGL,0,1
3510,2575,mGL,1,3
1893,905,mGL,0,2
839,521,mGL,0,2
70,61,mGL,2,2
41,41,mGL,0,3
4845,2216,mGL,2,3
2308,1603,mGL,0,2
1705,908,mGL,2,2
2935,1580,mGL,2,2
781,444,mGL,0,2
2259,1177,mGL,2,2
60,63,mGL,1,1
392,267,mGL,0,3
84,69,mGL,2,4
1585,890,mGL,0,1
21,96,mGL,2,1
27,86,mGL,0,3
67,108,mGL,1,4
1700,1188,mGL,0,2
7405,3987,mGL,1,1
2277,946,mGL,0,1
4428,2367,mGL,0,3
2344,1357,mGL,0,2
723,524,mGL,0,1
8105,4756,mGL,1,1
1101,808,mGL,0,1
6130,3430,mGL,2,4
41,44,mGL,0,2
56,86,mGL,0,3
10797,6248,mGL,1,1
4698,2833,mGL,1,4
2287,1779,mGL,1,3
1393,901,mGL,1,1
3020,1927,mGL,0,1
7164,4290,mGL,0,1
2514,1349,mGL,1,1
1381,705,mGL,0,3
3408,2478,mGL,0,3
2090,1564,mGL,2,4
230,136,mGL,0,2
7814,4057,mGL,0,1
3202,2100,mGL,0,3
46,100,mGL,2,3
294,204,mGL,2,3
3957,2547,mGL,0,1
2,61,mGL,2,2
1089,648,mGL,1,1
837,604,mGL,0,1
10866,5628,mGL,1,2
99,90,mGL,2,1
13975,7206,mGL,0,3
1661,1103,mGL,1,3
4294,2354,mGL,0,2
2129,1263,mGL,0,3
2319,1414,mGL,1,2
984,677,mGL,2,1
2527,1252,mGL,0,1
4354,2278,mGL,0,3
90,72,mGL,2,2
15158,6304,mGL,1,1
9824,5256,mGL,1,3
7798,4422,mGL,1,4
1443,885,mGL,0,3
7289,4852,mGL,1,4
4253,1761,mGL,0,1
2662,1523,mGL,0,2
3115,1233,mGL,1,3
457,225,mGL,1,4
39,87,mGL,1,4
14907,9597,mGL,0,3
364,189,mGL,1,3
